Date,Open,High,Low,Close,Change,%Change,Volume
7/14/15,111,111.08,110.63,110.74,-0.25,-0.23%,2600900
7/15/15,110,110.19,109.58,110.16,-0.58,-0.52%,9286200
7/16/15,109.67,110.01,109.6,109.76,-0.4,-0.36%,4629600
7/17/15,109.13,109.16,108.4,108.65,-1.11,-1.01%,14858200
7/20/15,106.6,106.65,105.62,105.7,-2.95,-2.72%,15751700
7/21/15,105.81,106.32,105.25,105.37,-0.33,-0.31%,10519700
7/22/15,104.39,105.09,104.18,104.8,-0.57,-0.54%,8349200
7/23/15,104.98,105.3,104.2,104.33,-0.47,-0.45%,5779200
7/24/15,103.64,105.59,103.43,105.35,1.02,0.98%,11572600
7/27/15,104.94,105.68,104.66,104.86,-0.49,-0.47%,10690100
7/28/15,105.09,105.33,104.83,105.02,0.16,0.15%,5549200
7/29/15,104.93,105.63,104.49,105.17,0.15,0.14%,5616900
7/30/15,104.03,104.97,103.86,104.27,-0.9,-0.86%,6651900
7/31/15,105.41,105.75,104.69,104.93,0.66,0.63%,6689100
8/3/15,104.59,104.82,104.05,104.1,-0.83,-0.79%,3528500
8/4/15,104.56,104.75,103.95,104.31,0.21,0.20%,3241000
8/5/15,104.42,104.5,103.78,103.93,-0.38,-0.36%,5041000
8/6/15,104.15,104.86,104.14,104.39,0.46,0.44%,3908100
8/7/15,104.56,105.38,104.55,104.65,0.26,0.25%,4400900
8/10/15,105.03,106.27,104.92,105.72,1.07,1.02%,5892600
8/11/15,106.49,106.63,105.77,106.26,0.54,0.51%,4060800
8/12/15,106.99,107.91,106.93,107.75,1.49,1.40%,10022500
8/13/15,106.95,107.18,106.71,106.86,-0.89,-0.83%,4761600
8/14/15,107.07,107.41,106.54,106.85,-0.01,-0.01%,3509200
8/17/15,107.37,107.51,107,107.13,0.28,0.26%,5769000
8/18/15,106.67,107.33,106.31,107.11,-0.02,-0.02%,4121800
8/19/15,107.63,108.67,107.63,108.55,1.44,1.34%,7035000
8/20/15,109.81,110.61,109.7,110.44,1.89,1.74%,12549000
8/21/15,110.93,111.33,110.12,111.13,0.69,0.62%,13917600
8/24/15,111.54,112.12,109.77,110.53,-0.6,-0.54%,18388700
8/25/15,110.01,110.05,108.72,109.16,-1.37,-1.24%,9974100
8/26/15,107.72,108.06,107.08,107.67,-1.49,-1.36%,10856600
8/27/15,107.33,108.04,107.11,107.73,0.06,0.06%,8102000
8/28/15,108.17,109.3,108.12,108.7,0.97,0.90%,7558900
8/31/15,108.19,108.92,108.03,108.82,0.12,0.11%,4532000
9/1/15,109.63,109.77,108.94,109.2,0.38,0.35%,7077800
9/2/15,109.01,109.34,108.46,108.62,-0.58,-0.53%,4115700
9/3/15,107.77,108.32,107.56,107.84,-0.78,-0.72%,3913100
9/4/15,107.14,107.56,107.07,107.49,-0.35,-0.32%,4025000
9/8/15,107.6,107.94,107.31,107.52,0.03,0.03%,5982000
9/9/15,106.64,106.71,105.48,106.13,-1.39,-1.29%,8855100
9/10/15,106.61,106.7,106.18,106.38,0.25,0.24%,6203900
9/11/15,105.65,106.2,105.27,106.16,-0.22,-0.21%,4023800
9/14/15,105.86,106.39,105.78,106.22,0.06,0.06%,2350800
9/15/15,105.83,106.06,105.68,105.9,-0.32,-0.30%,2904900
9/16/15,106.6,107.71,106.56,107.31,1.41,1.33%,5315600
9/17/15,107.07,108.58,106.96,108.41,1.1,1.03%,8403800
9/18/15,109.1,109.38,108.82,109.21,0.8,0.74%,6794200
9/21/15,108.49,108.66,108.33,108.53,-0.68,-0.62%,4104700
9/22/15,107.58,107.96,107.44,107.79,-0.74,-0.68%,5483200
9/23/15,108.54,108.64,108.2,108.22,0.43,0.40%,2744100
9/24/15,109.67,110.82,109.63,110.49,2.27,2.10%,11024300
9/25/15,109.87,110.03,109.55,109.81,-0.68,-0.62%,5209400
9/28/15,108.37,108.91,108.27,108.42,-1.39,-1.27%,3809600
9/29/15,108.24,108.69,107.88,107.98,-0.44,-0.41%,4043500
9/30/15,106.78,107.08,106.47,106.86,-1.12,-1.04%,7405500
10/1/15,106.98,107.21,106.63,106.73,-0.13,-0.12%,4278500
10/2/15,108.54,109.32,108.54,108.99,2.26,2.12%,7730600
10/5/15,109.14,109.38,108.46,108.77,-0.22,-0.20%,5490200
10/6/15,109.8,110.26,109.63,109.86,1.09,1.00%,7513800
10/7/15,109.75,110.14,109.34,109.7,-0.16,-0.15%,5355400
10/8/15,109.16,110.27,109.06,109.14,-0.56,-0.51%,5038100
10/9/15,110.54,111.05,110.23,110.87,1.73,1.59%,7905200
10/12/15,111.67,111.73,111.01,111.31,0.44,0.40%,6257900
10/13/15,111.37,111.87,111.28,111.86,0.55,0.49%,5149600
10/14/15,112.63,113.95,112.3,113.81,1.95,1.74%,10207700
10/15/15,113.2,113.99,112.94,113.29,-0.52,-0.46%,14083900
10/16/15,113.24,113.44,112.43,112.49,-0.8,-0.71%,7328000
10/19/15,112.64,112.69,111.89,112.02,-0.47,-0.42%,3959300
10/20/15,112.38,113.09,112.38,112.73,0.71,0.63%,4903200
10/21/15,112.37,112.37,111.41,111.73,-1,-0.89%,3908700
10/22/15,111.52,112.21,111.43,111.69,-0.04,-0.04%,3436300
10/23/15,111.81,111.84,110.96,111.5,-0.19,-0.17%,4868300
10/26/15,111.73,111.98,111.33,111.43,-0.07,-0.06%,2573500
10/27/15,111.31,111.81,111.29,111.68,0.25,0.22%,2646100
10/28/15,112.68,113.25,110.31,110.78,-0.9,-0.81%,8201200
10/29/15,110.23,110.6,109.66,109.72,-1.06,-0.96%,5150800
10/30/15,109.5,109.58,109.06,109.3,-0.42,-0.38%,5543100
11/2/15,108.64,108.84,108.46,108.59,-0.71,-0.65%,5843300
11/3/15,107.79,107.81,106.68,106.98,-1.61,-1.48%,7145200
11/4/15,107.02,107.09,105.92,105.97,-1.01,-0.94%,7617800
11/5/15,106.01,106.1,105.58,105.64,-0.33,-0.31%,5931100
11/6/15,104.17,104.42,104.02,104.1,-1.54,-1.46%,8831800
11/9/15,104.29,104.58,104.19,104.4,0.3,0.29%,4129100
11/10/15,104.09,104.65,103.87,104.18,-0.22,-0.21%,4450700
11/11/15,104.09,104.23,103.78,103.83,-0.35,-0.34%,3527500
11/12/15,103.09,104.32,103.04,103.85,0.02,0.02%,6300500
11/13/15,103.54,103.74,103.45,103.56,-0.29,-0.28%,3224200
11/16/15,103.98,104.03,103.52,103.71,0.15,0.14%,2951200
11/17/15,103.38,103.4,101.98,102.34,-1.37,-1.32%,8593000
11/18/15,102.39,102.95,102.04,102.43,0.09,0.09%,5043700
11/19/15,103.07,104.09,103.07,103.56,1.13,1.10%,5087600
11/20/15,103.58,103.66,102.97,103.09,-0.47,-0.45%,5971600
11/23/15,102.48,102.75,102.16,102.26,-0.83,-0.81%,4042400
11/24/15,103.12,103.25,102.69,102.94,0.68,0.66%,3479300
11/25/15,102.47,102.69,102.21,102.46,-0.48,-0.47%,2931200
11/27/15,101.01,101.62,100.99,101.25,-1.21,-1.18%,4993500
11/30/15,101.53,102.38,101.52,101.92,0.67,0.66%,6772900
12/1/15,102.3,102.43,101.81,102.28,0.36,0.35%,4645900
12/2/15,101.35,101.35,100.53,100.69,-1.59,-1.55%,10223400
12/3/15,101.23,101.97,100.85,101.76,1.07,1.06%,6499900
12/4/15,102.74,104.21,102.65,104.02,2.26,2.22%,10670200
12/7/15,103.32,103.37,102.5,102.67,-1.35,-1.30%,4393400
12/8/15,103.13,103.26,102.53,102.84,0.17,0.17%,3412200
12/9/15,103.63,103.66,102.32,102.64,-0.2,-0.19%,6026200
12/10/15,102.51,102.83,102.34,102.55,-0.09,-0.09%,3853500
12/11/15,101.91,103.32,101.85,103.11,0.56,0.55%,6798400
12/14/15,102.58,102.72,101.74,101.79,-1.32,-1.28%,5563700
12/15/15,101.71,102.06,101.41,101.52,-0.27,-0.27%,6831000
12/16/15,102.59,103.2,101.66,102.75,1.23,1.21%,8292100
12/17/15,100.92,100.99,100.23,100.5,-2.25,-2.19%,10156200
12/18/15,101.35,102.53,101.3,102.04,1.54,1.53%,8345800
12/21/15,102.95,103.52,102.83,103.15,1.11,1.09%,6378800
12/22/15,103.09,103.2,102.56,102.61,-0.54,-0.52%,4123500
12/23/15,102.4,102.59,102.21,102.31,-0.3,-0.29%,2821300
12/24/15,102.82,103.05,102.77,103.05,0.74,0.72%,1710100
12/28/15,102.48,102.6,102.03,102.27,-0.78,-0.76%,3356100
12/29/15,102.52,102.58,102.11,102.2,-0.07,-0.07%,2832200
12/30/15,101.47,101.6,101.35,101.42,-0.78,-0.76%,3744900
12/31/15,101.48,101.72,101.31,101.46,0.04,0.04%,3823500
1/4/16,103.13,103.67,102.49,102.89,1.43,1.41%,6439900
1/5/16,103.13,103.46,102.93,103.18,0.29,0.28%,3500200
1/6/16,104.37,104.8,103.93,104.67,1.49,1.44%,9316500
1/7/16,105.83,106.24,105.19,106.15,1.48,1.41%,11730300
1/8/16,105.48,105.8,105.04,105.68,-0.47,-0.44%,7678100
1/11/16,105.47,105.57,104.71,104.74,-0.94,-0.89%,6272300
1/12/16,104.09,104.59,103.65,104.21,-0.53,-0.51%,5540200
1/13/16,103.89,104.82,103.78,104.72,0.51,0.49%,7324200
1/14/16,103.75,104.18,102.5,103.02,-1.7,-1.62%,9989000
1/15/16,104.92,104.96,103.97,104.08,1.06,1.03%,10052700
1/19/16,104.06,104.45,103.65,103.98,-0.1,-0.10%,4588400
1/20/16,105.17,106.16,104.94,105.37,1.39,1.34%,10120800
1/21/16,104.99,105.49,104.52,105.49,0.12,0.11%,5425000
1/22/16,104.93,105.51,104.76,105,-0.49,-0.46%,4185300
1/25/16,105.76,106.09,105.6,106.08,1.08,1.03%,6819400
1/26/16,106.32,107.43,106.26,107.29,1.21,1.14%,8443300
1/27/16,106.86,107.93,106.65,107.69,0.4,0.37%,8273300
1/28/16,106.55,106.86,106.48,106.54,-1.15,-1.07%,5914100
1/29/16,106.61,107,106.26,106.95,0.41,0.38%,8098600
2/1/16,107.54,108.15,107.53,108.05,1.1,1.03%,10471800
2/2/16,107.92,108.18,107.35,108.09,0.04,0.04%,6656000
2/3/16,107.91,109.58,107.9,109.25,1.16,1.07%,15785200
2/4/16,110.45,110.7,109.92,110.57,1.32,1.21%,13213600
2/5/16,109.79,112.35,109.58,112.32,1.75,1.58%,14777200
2/8/16,113.67,114.87,113.39,113.83,1.51,1.34%,28341100
2/9/16,114.43,114.69,113.55,113.58,-0.25,-0.22%,18156600
2/10/16,113.92,114.52,112.98,114.46,0.88,0.77%,13311100
2/11/16,118.59,120.84,117.77,119.06,4.6,4.02%,49138900
2/12/16,118.12,118.74,117.88,118.36,-0.7,-0.59%,16981100
2/16/16,116,116.31,114.74,114.77,-3.59,-3.03%,14601600
2/17/16,115.47,116.07,114.89,115.48,0.71,0.62%,10582400
2/18/16,115.3,118.6,115.29,118.29,2.81,2.43%,13586500
2/19/16,117.26,117.97,117.1,117.58,-0.71,-0.60%,15191900
2/22/16,115.44,116.19,115.41,115.49,-2.09,-1.78%,10677800
2/23/16,116.68,117.42,116.52,117.22,1.73,1.50%,9033400
2/24/16,119,119.86,117.35,117.61,0.39,0.33%,17938700
2/25/16,117.62,118.91,117.54,117.92,0.31,0.26%,12500200
2/26/16,117.43,117.72,115.86,117.11,-0.81,-0.69%,12505000
2/29/16,117.59,118.7,117.53,118.64,1.53,1.31%,11517500
3/1/16,118.74,119.11,117.34,117.77,-0.87,-0.73%,14139200
3/2/16,118.34,118.97,118.07,118.68,0.91,0.77%,8903000
3/3/16,118.86,121.3,118.81,120.73,2.05,1.73%,18724000
3/4/16,121.13,122.37,120.22,120.54,-0.19,-0.16%,16261000
3/7/16,121.18,121.58,120.41,121.14,0.6,0.50%,9358600
3/8/16,121.79,121.88,120.47,120.58,-0.56,-0.46%,11530900
3/9/16,119.2,120.39,118.84,119.58,-1,-0.83%,8672800
3/10/16,120.5,121.76,120.42,121.5,1.92,1.61%,18104800
3/11/16,121.19,121.39,119.36,119.41,-2.09,-1.72%,10812300
3/14/16,120.27,120.31,117.5,117.87,-1.54,-1.29%,14236100
3/15/16,117.78,118.04,117.36,117.96,0.09,0.08%,9941800
3/16/16,117.42,120.76,117.34,120.59,2.63,2.23%,17333900
3/17/16,121.16,121.18,120.03,120.13,-0.46,-0.38%,9914300
3/18/16,119.59,120.34,119.51,119.8,-0.33,-0.27%,16965800
3/21/16,119,119.33,118.73,118.96,-0.84,-0.70%,7240600
3/22/16,119.73,120.16,118.96,119.31,0.35,0.29%,6786700
3/23/16,116.74,117.12,116.16,116.61,-2.7,-2.26%,15993600
3/24/16,116.77,116.94,116.3,116.33,-0.28,-0.24%,6280900
3/28/16,116.73,116.91,116.27,116.6,0.27,0.23%,3879000
3/29/16,117.36,118.81,116.8,118.76,2.16,1.85%,14472300
3/30/16,117.88,118.2,116.91,117.1,-1.66,-1.40%,10769000
3/31/16,118.16,118.39,117.6,117.64,0.54,0.46%,9348200
4/1/16,116.08,116.98,115.55,116.93,-0.71,-0.60%,10405300
4/4/16,116.67,116.73,116.07,116.15,-0.78,-0.67%,7643700
4/5/16,117.76,117.93,117.15,117.66,1.51,1.30%,8865900
4/6/16,116.7,117.39,116.26,116.94,-0.72,-0.61%,7549400
4/7/16,118.65,118.85,115,118.61,1.67,1.43%,11900400
4/8/16,118.07,118.77,117.98,118.43,-0.18,-0.15%,9078800
4/11/16,119.47,120.3,119.42,120.03,1.6,1.35%,9845900
4/12/16,120.23,120.35,119.55,120.05,0.02,0.02%,9689400
4/13/16,119.37,119.43,118.56,118.77,-1.28,-1.07%,8841500
4/14/16,118.09,118.19,116.95,117.11,-1.66,-1.40%,13165800
4/15/16,117.33,118.12,117.19,117.92,0.81,0.69%,7838100
4/18/16,118.53,118.56,117.63,117.74,-0.18,-0.15%,5809800
4/19/16,119.87,120.09,119.37,119.58,1.84,1.56%,21332100
4/20/16,119.67,120.08,118.72,118.97,-0.61,-0.51%,10522600
4/21/16,120.42,120.55,119.13,119.42,0.45,0.38%,14612800
4/22/16,118.71,119.02,117.28,117.89,-1.53,-1.28%,10290700
4/25/16,118.14,118.71,118.11,118.23,0.34,0.29%,4369300
4/26/16,118.79,118.89,118.45,118.7,0.47,0.40%,9906800
4/27/16,118.97,119.7,118.43,119.04,0.34,0.29%,7976400
4/28/16,119.92,121.42,119.73,121.29,2.25,1.89%,15133600
4/29/16,122.43,123.93,122.34,123.65,2.36,1.95%,19043900
5/2/16,123.78,123.96,123.05,123.24,-0.41,-0.33%,12137400
5/3/16,123.73,123.82,122.51,122.96,-0.28,-0.23%,9063500
5/4/16,122.85,123.23,121.51,122.21,-0.75,-0.61%,9398200
5/5/16,122.63,122.73,121.25,122.07,-0.14,-0.11%,8846900
5/6/16,122.83,123.81,122.59,123.18,1.11,0.91%,11366800
5/9/16,121.2,121.29,120.59,120.65,-2.53,-2.05%,9236100
5/10/16,120.74,121.38,120.08,120.98,0.33,0.27%,9844900
5/11/16,121.85,122.16,121.38,122.12,1.14,0.94%,7590000
5/12/16,122.02,122.39,121,121.16,-0.96,-0.79%,7447100
5/13/16,121.09,121.86,120.66,121.71,0.55,0.45%,7672800
5/16/16,122.93,122.97,121.38,121.8,0.09,0.07%,7103000
5/17/16,121.58,122.52,121.48,122.22,0.42,0.34%,8619800
5/18/16,121.22,121.92,119.88,120.1,-2.12,-1.73%,13381700
5/19/16,119,119.97,118.92,119.87,-0.23,-0.19%,14339600
5/20/16,120.19,120.32,119.31,119.71,-0.16,-0.13%,10379300
5/23/16,118.86,119.6,118.75,119.37,-0.34,-0.28%,8628200
5/24/16,118.17,118.23,117.25,117.3,-2.07,-1.73%,12772000
5/25/16,116.59,117.06,116.32,116.98,-0.32,-0.27%,10499900
5/26/16,117.57,117.63,116.39,116.58,-0.4,-0.34%,5893500
5/27/16,116.27,116.36,115.29,115.62,-0.96,-0.82%,8686600
5/31/16,115.76,116.4,115.5,116.06,0.44,0.38%,8187600
6/1/16,115.97,116.14,115.2,115.94,-0.12,-0.10%,8399500
6/2/16,115.78,115.97,115.58,115.67,-0.27,-0.23%,4591500
6/3/16,118.25,118.89,118.23,118.88,3.21,2.78%,14605000
6/6/16,118.89,119.17,118.46,118.92,0.04,0.03%,9887800
6/7/16,118.5,119.02,118.41,118.82,-0.1,-0.08%,4602800
6/8/16,120.3,120.78,120.23,120.58,1.76,1.48%,11661700
6/9/16,120.61,121.48,120.55,121.25,0.67,0.56%,12173900
6/10/16,121.55,122.1,121.18,121.74,0.49,0.40%,13939900
6/13/16,122.8,122.83,122.03,122.64,0.9,0.74%,12594200
6/14/16,123,123.06,122.3,122.77,0.13,0.11%,11651600
6/15/16,122.52,123.87,122.38,123.68,0.91,0.74%,15053000
6/16/16,125.17,125.67,122.23,122.38,-1.3,-1.05%,26635000
6/17/16,123.26,124.1,122.69,123.95,1.57,1.28%,15573800
6/20/16,122.26,123.33,122.13,123.21,-0.74,-0.60%,11866200
6/21/16,121.65,121.86,120.77,120.84,-2.37,-1.92%,14585600
6/22/16,120.83,121.25,120.68,120.9,0.06,0.05%,7860900
6/23/16,120.48,121.03,120.06,120.11,-0.79,-0.65%,10704900
6/24/16,126.62,126.82,125,126.01,5.9,4.91%,35782800
6/27/16,126.44,127.05,125.83,126.68,0.67,0.53%,21400400
6/28/16,125.56,126.02,125.06,125.32,-1.36,-1.07%,16001400
6/29/16,125.91,126.81,125.7,125.84,0.52,0.41%,12218400
6/30/16,125.95,126.52,125.5,126.47,0.63,0.50%,15981500
7/1/16,127.66,128.42,127.44,128.41,1.94,1.53%,14940700
7/5/16,128.8,129.59,128.17,129.47,1.06,0.83%,19026200
7/6/16,130.5,131.15,129.82,130.23,0.76,0.59%,17376600
7/7/16,129.82,130.12,128.98,129.74,-0.49,-0.38%,16508500
7/8/16,129.85,130.52,128.97,130.52,0.78,0.60%,17634200
7/11/16,129.49,129.9,129.16,129.29,-1.23,-0.94%,10855600
7/12/16,128.52,128.54,126.99,127.15,-2.14,-1.66%,26459600
7/13/16,128,128.43,127.61,128.32,1.17,0.92%,7377600
7/14/16,126.31,127.37,126.03,127.33,-0.99,-0.77%,12132400
7/15/16,126.38,127.19,126.33,126.84,-0.49,-0.38%,13892000
7/18/16,127.02,127.5,126.63,127.04,0.2,0.16%,8489600
7/19/16,126.95,127.35,126.82,127.21,0.17,0.13%,5170600
7/20/16,125.5,126.12,125.31,125.39,-1.82,-1.43%,11777700
7/21/16,125.66,127.37,125.6,127.3,1.91,1.52%,9399200
7/22/16,126.43,126.52,126.01,126.35,-0.95,-0.75%,7716000
7/25/16,125.53,126.21,125.11,125.47,-0.88,-0.70%,13139400
7/26/16,126.09,126.14,125.75,126,0.53,0.42%,7613100
7/27/16,126.79,128.12,126.04,128.03,2.03,1.61%,17066300
7/28/16,128.09,128.2,127.21,127.66,-0.37,-0.29%,9261700
7/29/16,128.42,129.41,127.88,128.98,1.32,1.03%,13708100
8/1/16,128.57,129.34,128.56,129.22,0.24,0.19%,7109800
8/2/16,130.04,130.55,129.94,130.27,1.05,0.81%,7652700
8/3/16,129.95,129.96,129.27,129.65,-0.62,-0.48%,5010700
8/4/16,130.01,130.28,129.82,129.87,0.22,0.17%,4908100
8/5/16,128.46,128.55,127.39,127.55,-2.32,-1.79%,16205100
8/8/16,127.29,127.7,127.27,127.44,-0.11,-0.09%,6773800
8/9/16,127.94,128.14,127.75,127.96,0.52,0.41%,7500400
8/10/16,129.12,129.2,128.15,128.56,0.6,0.47%,6196200
8/11/16,128.61,129.19,127.48,127.67,-0.89,-0.69%,9763800
8/12/16,129.12,129.26,127.2,127.4,-0.27,-0.21%,15395800
8/15/16,127.62,128.25,127.6,127.84,0.44,0.35%,4530800
8/16/16,128.12,129.04,128,128.47,0.63,0.49%,8678100
8/17/16,128.17,128.99,127.46,128.5,0.03,0.02%,12034700
8/18/16,128.89,129.17,128.58,129.11,0.61,0.47%,9500600
8/19/16,128.08,128.67,127.86,127.97,-1.14,-0.88%,10660100
8/22/16,127.63,127.92,127.45,127.78,-0.19,-0.15%,8627200
8/23/16,128.14,128.22,127.61,127.76,-0.02,-0.02%,9038400
8/24/16,126.92,126.97,126.29,126.34,-1.42,-1.11%,13539600
8/25/16,125.98,126.31,125.96,126.23,-0.11,-0.09%,5926200
8/26/16,126.88,128.11,125.82,126.05,-0.18,-0.14%,17967700
8/29/16,126,126.48,125.93,126.3,0.25,0.20%,5562400
8/30/16,125.73,125.95,124.88,125.03,-1.27,-1.01%,9877000
8/31/16,124.73,125.11,124.64,124.78,-0.25,-0.20%,13324100
9/1/16,124.67,125.51,124.55,125.29,0.51,0.41%,12877700
9/2/16,126.29,126.57,125.58,126.57,1.28,1.02%,11318500
9/6/16,127.4,129.08,127.27,128.71,2.14,1.69%,15115200
9/7/16,128.79,128.86,128.12,128.27,-0.44,-0.34%,8859800
9/8/16,128.16,128.52,127.4,127.59,-0.68,-0.53%,10561700
9/9/16,127.24,127.51,126.7,126.75,-0.84,-0.66%,12485500
9/12/16,126.31,126.92,125.97,126.59,-0.16,-0.13%,11139800
9/13/16,126.47,126.6,125.53,125.75,-0.84,-0.66%,8862400
9/14/16,126.1,126.54,126.03,126.18,0.43,0.34%,5820600
9/15/16,125.73,126.1,124.91,125.37,-0.81,-0.64%,12976100
9/16/16,124.81,125.25,124.67,125.06,-0.31,-0.25%,18994600
9/19/16,125.61,125.62,125.25,125.32,0.26,0.21%,4959400
9/20/16,125.31,125.59,125.17,125.44,0.12,0.10%,5671100
9/21/16,126.33,127.42,125.96,127.27,1.83,1.46%,13645800
9/22/16,127.57,128.2,127.5,127.57,0.3,0.24%,15187900
9/23/16,127.6,127.86,127.43,127.65,0.08,0.06%,7702200
9/26/16,127.96,128.04,127.42,127.55,-0.1,-0.08%,5839700
9/27/16,126.84,126.9,126.34,126.62,-0.93,-0.73%,6220600
9/28/16,126.25,126.4,125.73,126.22,-0.4,-0.32%,6756000
9/29/16,125.84,126.34,125.54,126.07,-0.15,-0.12%,7447900
9/30/16,126.52,126.55,125.24,125.64,-0.43,-0.34%,11204200
10/3/16,125.32,125.46,124.9,125.32,-0.32,-0.25%,9044100
10/4/16,123.16,123.18,120.86,120.97,-4.35,-3.47%,24372700
10/5/16,121.33,121.59,120.4,120.78,-0.19,-0.16%,14718100
10/6/16,119.69,119.98,119.24,119.66,-1.12,-0.93%,17917600
10/7/16,120.49,120.58,118.42,119.74,0.08,0.07%,17907200
10/10/16,120.16,120.42,119.92,120.16,0.42,0.35%,4514300
10/11/16,119.92,120.16,119.53,119.55,-0.61,-0.51%,6065300
10/12/16,119.72,120.07,119.29,119.74,0.19,0.16%,4848600
10/13/16,120,120.42,119.8,120.03,0.29,0.24%,7184600
10/14/16,119.37,120.16,119.29,119.36,-0.67,-0.56%,6577300
10/17/16,119.7,119.92,119.58,119.68,0.32,0.27%,4777800
10/18/16,120.08,120.64,119.82,120.42,0.74,0.62%,4919700
10/19/16,121.13,121.46,120.89,121.11,0.69,0.57%,6019700
10/20/16,121.39,121.59,120.63,120.74,-0.37,-0.31%,6496700
10/21/16,120.9,120.93,120.55,120.83,0.09,0.07%,6707700
10/24/16,121.28,121.3,120.16,120.56,-0.27,-0.22%,5481100
10/25/16,120.89,121.76,120.86,121.47,0.91,0.75%,6141100
10/26/16,121.37,121.53,120.61,120.79,-0.68,-0.56%,3905900
10/27/16,121.11,121.18,120.75,121.01,0.22,0.18%,4335900
10/28/16,121.2,122.48,120.81,121.58,0.57,0.47%,11639800
10/31/16,121.51,122,121.23,121.94,0.36,0.30%,7722000
11/1/16,122.8,123.21,122.57,122.73,0.79,0.65%,13384300
11/2/16,123.76,124.76,123.56,123.64,0.91,0.74%,15692400
11/3/16,123.36,124.33,123.35,124.3,0.66,0.53%,10093100
11/4/16,124.4,124.54,124.04,124.39,0.09,0.07%,8594600
11/7/16,122.66,122.71,121.88,122.15,-2.24,-1.80%,10014900
11/8/16,122.12,123.09,121.36,121.64,-0.51,-0.42%,9480600
11/9/16,124.3,124.35,121.1,121.56,-0.08,-0.07%,18236400
11/10/16,121.52,121.54,119.38,119.75,-1.81,-1.49%,22267900
11/11/16,119.65,119.69,116.23,117.1,-2.65,-2.21%,20381800
11/14/16,116.12,117.14,115.49,116.11,-0.99,-0.85%,20729300
11/15/16,116.46,117.24,116.29,117.12,1.01,0.87%,9348500
11/16/16,117.27,117.27,116.58,116.77,-0.35,-0.30%,5486100
11/17/16,116.91,117.22,115.44,116.17,-0.6,-0.51%,10342200
11/18/16,115.52,115.77,114.96,115.15,-1.02,-0.88%,10444200
11/21/16,115.72,115.94,115.29,115.58,0.43,0.37%,6654100
11/22/16,115.72,115.79,114.98,115.54,-0.04,-0.03%,6391900
11/23/16,113.87,113.88,112.65,113.25,-2.29,-1.98%,20982100
11/25/16,113.42,113.51,112.35,112.61,-0.64,-0.57%,5345800
11/28/16,113.23,113.84,112.77,113.8,1.19,1.06%,5655400
11/29/16,112.76,113.48,112.69,113.27,-0.53,-0.47%,7438600
11/30/16,112.69,112.79,111.5,111.75,-1.52,-1.34%,10925500
12/1/16,111.11,111.99,110.63,111.54,-0.21,-0.19%,10236900
12/2/16,111.89,112.32,111.78,112.14,0.6,0.54%,7416400
12/5/16,111.15,112.11,110.31,111.54,-0.6,-0.54%,10187800
12/6/16,111.69,112.03,111.19,111.43,-0.11,-0.10%,5533600
12/7/16,112.13,112.5,111.77,111.83,0.4,0.36%,4901800
12/8/16,111.72,111.87,111.46,111.57,-0.26,-0.23%,5977700
12/9/16,111.18,111.25,110.19,110.4,-1.17,-1.05%,10507600
12/12/16,110.59,111.11,110.27,110.82,0.42,0.38%,6156700
12/13/16,110.57,110.79,110.06,110.45,-0.37,-0.33%,7961600
12/14/16,110.95,110.98,108.52,108.83,-1.62,-1.47%,12933600
12/15/16,107.85,107.99,107,107.34,-1.49,-1.37%,14427500
12/16/16,107.95,108.78,107.48,108.05,0.71,0.66%,10602800
12/19/16,108.6,108.88,108.34,108.59,0.54,0.50%,5339000
12/20/16,107.47,108,107.29,107.79,-0.8,-0.74%,7321100
12/21/16,108.25,108.31,107.68,107.85,0.06,0.06%,5188600
12/22/16,107.68,108.1,107.49,107.59,-0.26,-0.24%,4942700
12/23/16,107.84,108.25,107.8,107.93,0.34,0.32%,5012200
12/27/16,108.61,108.67,108.24,108.56,0.63,0.58%,3685500
12/28/16,108.4,108.91,108.29,108.86,0.3,0.28%,5091200
12/29/16,109.23,110.53,109.16,110.29,1.43,1.31%,7563800
12/30/16,110.38,110.62,109.53,109.61,-0.68,-0.62%,8873700
1/3/17,109.62,111,109.37,110.47,0.86,0.78%,7527300
1/4/17,111.06,111.22,110.61,110.86,0.39,0.35%,4904100
1/5/17,112.16,112.94,112.07,112.58,1.72,1.55%,9606700
1/6/17,111.81,112.38,111.57,111.75,-0.83,-0.74%,7686000
1/9/17,112.39,113.04,112.18,112.67,0.92,0.82%,5674600
1/10/17,112.94,113.45,112.64,113.15,0.48,0.43%,6093400
1/11/17,112.87,114.19,112.17,113.5,0.35,0.31%,9918600
1/12/17,114.52,114.93,113.81,113.91,0.41,0.36%,8457300
1/13/17,113.65,114.31,113.19,114.21,0.3,0.26%,7261400
1/17/17,115.89,115.96,115.5,115.85,1.64,1.44%,9142300
1/18/17,115.74,115.92,114.56,114.87,-0.98,-0.85%,6498100
1/19/17,114.32,114.96,113.93,114.77,-0.1,-0.09%,6437000
1/20/17,114.65,115.76,114.32,115.05,0.28,0.24%,12261500
1/23/17,115.51,116.17,115.2,115.79,0.74,0.64%,6373100
1/24/17,115.69,116.02,114.94,115.27,-0.52,-0.45%,5798800
1/25/17,114.14,114.44,113.68,114.32,-0.95,-0.82%,6697500
1/26/17,113.24,113.5,112.83,113.26,-1.06,-0.93%,5390400
