Date,Open,High,Low,Close,Change,%Change,Volume
12/24/13,115.79,116.29,115.71,116.1,0.53,0.46%,3353900
12/26/13,117.23,117.23,116.65,116.74,0.64,0.55%,3868500
12/27/13,117.31,117.38,116.85,117.12,0.38,0.33%,4207900
12/30/13,116.37,116.4,115.18,115.39,-1.73,-1.48%,6713000
12/31/13,114.61,117.13,114.46,116.12,0.73,0.63%,12838200
1/2/14,117.93,118.73,117.75,118,1.88,1.62%,7570300
1/3/14,118.64,119.62,118.59,119.29,1.29,1.09%,5878900
1/6/14,119.76,120.39,117.11,119.5,0.21,0.18%,10107700
1/7/14,118.46,118.92,118.13,118.82,-0.68,-0.57%,6435800
1/8/14,117.99,118.52,117.5,118.12,-0.7,-0.59%,7432300
1/9/14,118.11,118.69,117.99,118.46,0.34,0.29%,3972900
1/10/14,119.72,120.43,119.58,120.26,1.8,1.52%,7994800
1/13/14,120.27,121.04,120.2,121.02,0.76,0.63%,5877600
1/14/14,120.54,121.06,119.72,119.89,-1.13,-0.93%,7506300
1/15/14,119.19,119.81,119.11,119.66,-0.23,-0.19%,5476400
1/16/14,119.84,119.96,119.57,119.79,0.13,0.11%,3950100
1/17/14,120.38,121.02,120.2,120.93,1.14,0.95%,7926400
1/21/14,119.29,119.97,119.23,119.7,-1.23,-1.02%,6765000
1/22/14,119.65,119.77,119.17,119.19,-0.51,-0.43%,4898300
1/23/14,120.97,122.02,120.97,121.79,2.6,2.18%,11038700
1/24/14,122.06,122.5,121.55,122.29,0.5,0.41%,8540400
1/27/14,121.65,122.06,120.72,120.96,-1.33,-1.09%,7533900
1/28/14,121.32,121.4,120.41,120.95,-0.01,-0.01%,5156300
1/29/14,122.19,122.51,121.13,122.47,1.52,1.26%,12262500
1/30/14,119.67,120.22,119.6,119.77,-2.7,-2.20%,8752000
1/31/14,120.65,120.86,119.46,120.09,0.32,0.27%,7984800
2/3/14,120.47,122.11,120.32,121.32,1.23,1.02%,9270100
2/4/14,120.41,121.09,120.39,120.99,-0.33,-0.27%,7029100
2/5/14,121.75,121.88,120.73,121.29,0.3,0.25%,6801800
2/6/14,121.38,121.51,120.78,121.24,-0.05,-0.04%,4748400
2/7/14,121.24,122.24,121.23,122.17,0.93,0.77%,6683000
2/10/14,122.8,123.16,122.72,122.92,0.75,0.61%,7937600
2/11/14,123.38,124.75,123.36,124.36,1.44,1.17%,11558000
2/12/14,124.4,124.98,124.13,124.43,0.07,0.06%,6654100
2/13/14,124.7,125.6,124.66,125.49,1.06,0.85%,9263300
2/14/14,126.99,127.38,126.75,127.15,1.66,1.32%,11180900
2/18/14,127.42,127.75,127.09,127.4,0.25,0.20%,7690700
2/19/14,127.26,127.45,126.16,126.27,-1.13,-0.89%,9390500
2/20/14,126.75,127.75,126.4,127.6,1.33,1.05%,10578200
2/21/14,127.57,128.07,127.15,127.58,-0.02,-0.02%,7306700
2/24/14,128.51,129.07,128.34,128.99,1.41,1.11%,12116200
2/25/14,128.62,129.53,128.57,129.21,0.22,0.17%,5787100
2/26/14,128.49,128.76,127.42,128.11,-1.1,-0.85%,7057100
2/27/14,128.44,128.8,127.89,128.2,0.09,0.07%,5067600
2/28/14,128.27,128.35,127.15,127.62,-0.58,-0.45%,10588700
3/3/14,129.99,130.59,129.81,130.29,2.67,2.09%,11785000
3/4/14,128.54,129.24,128.32,128.68,-1.61,-1.24%,6350400
3/5/14,128.71,129.34,128.58,128.89,0.21,0.16%,4880700
3/6/14,129.69,130.47,129.47,130.17,1.28,0.99%,5417900
3/7/14,128.22,129.23,128.21,129.09,-1.08,-0.83%,7577400
3/10/14,128.88,129.61,128.78,129.13,0.04,0.03%,4170400
3/11/14,130.01,130.15,128.93,129.86,0.73,0.57%,7295100
3/12/14,131.58,132.12,131.39,131.76,1.9,1.46%,11107600
3/13/14,131.69,132.54,131.56,132.21,0.45,0.34%,8007700
3/14/14,133.68,133.69,132.35,133.1,0.89,0.67%,11949400
3/17/14,132.73,133.22,131.22,131.64,-1.46,-1.10%,14630100
3/18/14,130.39,131.27,130.33,130.62,-1.02,-0.77%,6424300
3/19/14,129.55,129.68,127.94,128.09,-2.53,-1.94%,12921000
3/20/14,127.76,128.41,127.58,127.86,-0.23,-0.18%,7690800
3/21/14,129.02,129.09,128.41,128.47,0.61,0.48%,7246400
3/24/14,126.87,127.14,126.03,126.18,-2.29,-1.78%,13076400
3/25/14,126.44,126.82,126.24,126.41,0.23,0.18%,6567900
3/26/14,126.27,126.38,125.13,125.41,-1,-0.79%,8581600
3/27/14,125.06,125.29,124.21,124.59,-0.82,-0.65%,7315300
3/28/14,124.23,124.96,123.88,124.56,-0.03,-0.02%,7253600
3/31/14,124.52,124.79,123.57,123.61,-0.95,-0.76%,12379100
4/1/14,123.71,123.85,123.11,123.39,-0.22,-0.18%,5998200
4/2/14,124.44,124.75,124.19,124.32,0.93,0.75%,4907800
4/3/14,123.75,124.26,123.59,123.92,-0.4,-0.32%,3659600
4/4/14,125.19,125.96,124.86,125.57,1.65,1.33%,7278900
4/7/14,125.07,125.47,124.84,124.91,-0.66,-0.53%,3969800
4/8/14,126.34,126.34,125.9,126.09,1.18,0.94%,6946100
4/9/14,125.46,126.72,125.33,126.32,0.23,0.18%,5307800
4/10/14,126.95,127.37,126.82,127.01,0.69,0.55%,5008800
4/11/14,127.04,127.31,126.73,126.93,-0.08,-0.06%,4699500
4/14/14,127.77,128.25,127.62,127.85,0.92,0.72%,6680100
4/15/14,124.78,125.7,124.6,125.49,-2.36,-1.85%,9970100
4/16/14,125.37,125.57,125.03,125.54,0.05,0.04%,4072000
4/17/14,125.38,125.53,124.57,124.75,-0.79,-0.63%,5902400
4/21/14,124.07,124.33,123.76,124.24,-0.51,-0.41%,6579100
4/22/14,124.15,124.16,122.92,123.78,-0.46,-0.37%,6899300
4/23/14,123.67,123.94,123.38,123.76,-0.02,-0.02%,3741100
4/24/14,122.87,125.12,122.84,124.56,0.8,0.65%,8755100
4/25/14,125.18,125.71,125.07,125.43,0.87,0.70%,7025100
4/28/14,125.34,125.34,124.45,124.88,-0.55,-0.44%,4898100
4/29/14,124.95,125.38,124.65,124.86,-0.02,-0.02%,5241700
4/30/14,124.23,125.05,123.82,124.22,-0.64,-0.51%,10354200
5/1/14,123.17,123.83,123.06,123.8,-0.42,-0.34%,6687700
5/2/14,123.7,125.67,123.33,125.06,1.26,1.02%,9914800
5/5/14,126.47,126.63,126,126.22,1.16,0.93%,5202700
5/6/14,126.02,126.11,125.63,125.98,-0.24,-0.19%,3488000
5/7/14,125.52,125.57,123.92,124.17,-1.81,-1.44%,8471100
5/8/14,124.19,124.47,123.89,124.17,0,0.00%,3696100
5/9/14,124.39,124.47,123.82,124.1,-0.07,-0.06%,3119900
5/12/14,125.4,125.42,124.69,124.94,0.84,0.68%,4025900
5/13/14,124.79,125.1,124.5,124.6,-0.34,-0.27%,2643400
5/14/14,125.79,125.96,125.44,125.81,1.21,0.97%,4018500
5/15/14,124.77,125.51,124.54,124.77,-1.04,-0.83%,5862500
5/16/14,124.35,124.77,124.29,124.5,-0.27,-0.22%,4052100
5/19/14,125.28,125.47,124.48,124.58,0.08,0.06%,3903200
5/20/14,124.12,124.91,124.09,124.69,0.11,0.09%,3771100
5/21/14,124.25,124.55,123.53,124.39,-0.3,-0.24%,6848000
5/22/14,125.14,125.24,124.54,124.67,0.28,0.23%,3458800
5/23/14,124.6,124.66,124.19,124.51,-0.16,-0.13%,2206200
5/27/14,122.98,123.07,121.75,121.85,-2.66,-2.14%,10905400
5/28/14,121.47,121.7,120.92,121.2,-0.65,-0.53%,6741100
5/29/14,120.77,121.46,120.77,120.94,-0.26,-0.21%,5555500
5/30/14,120.76,120.81,119.62,120.43,-0.51,-0.42%,8753500
6/2/14,119.93,120.46,119.61,119.7,-0.73,-0.61%,5923600
6/3/14,119.73,120.09,119.42,120.01,0.31,0.26%,5008500
6/4/14,120.1,120.16,119.68,119.76,-0.25,-0.21%,3861800
6/5/14,120.55,120.88,120.43,120.66,0.9,0.75%,4183600
6/6/14,120.68,120.77,119.94,120.61,-0.05,-0.04%,4808700
6/9/14,120.79,120.85,120.57,120.65,0.04,0.03%,2789500
6/10/14,121.29,121.47,121.21,121.39,0.74,0.61%,3561600
6/11/14,121.51,121.61,121.18,121.41,0.02,0.02%,3573500
6/12/14,121.91,122.75,121.83,122.64,1.23,1.01%,7394600
6/13/14,122.55,123.04,122.51,122.96,0.32,0.26%,4026800
6/16/14,122.88,123.01,122.3,122.42,-0.54,-0.44%,5833600
6/17/14,121.85,122.5,121.82,122.28,-0.14,-0.11%,4035000
6/18/14,122.22,122.8,122.09,122.67,0.39,0.32%,4604900
6/19/14,124.33,127.23,124.32,126.94,4.27,3.48%,24374700
6/20/14,126.32,127.07,126.21,126.5,-0.44,-0.35%,9955100
6/23/14,126.65,126.94,126.37,126.85,0.35,0.28%,5142700
6/24/14,127.17,127.32,126.73,126.98,0.13,0.10%,6355200
6/25/14,126.78,127.55,126.66,126.99,0.01,0.01%,6695400
6/26/14,126.53,126.92,126.2,126.73,-0.26,-0.20%,5531100
6/27/14,126.88,127.17,126.65,126.66,-0.07,-0.06%,4200300
6/30/14,126.53,128.04,126.37,128.04,1.38,1.09%,18143000
7/1/14,127.99,128.12,127.49,127.7,-0.34,-0.27%,8148300
7/2/14,127.76,128.24,127.64,127.7,0,0.00%,5742600
7/3/14,126.8,127.29,126.61,127.16,-0.54,-0.42%,4922400
7/7/14,126.63,127.03,126.23,127.02,-0.14,-0.11%,4636800
7/8/14,127.28,127.53,126.43,127.07,0.05,0.04%,6220300
7/9/14,127.52,128.26,127.18,127.84,0.77,0.61%,8369800
7/10/14,129.11,129.21,128.49,128.54,0.7,0.55%,6314200
7/11/14,128.41,128.83,128.38,128.78,0.24,0.19%,4322500
7/14/14,125.5,126.1,125.45,125.72,-3.06,-2.38%,11469900
7/15/14,125.86,126.32,124.36,124.53,-1.19,-0.95%,10548100
7/16/14,125.01,125.47,124.78,124.97,0.44,0.35%,4104100
7/17/14,125.52,127.55,125.11,127.09,2.12,1.70%,11431700
7/18/14,125.79,126.21,125.67,126.13,-0.96,-0.76%,6461600
7/21/14,126.53,126.55,126.11,126.34,0.21,0.17%,3303800
7/22/14,126.33,126.43,125.47,125.74,-0.6,-0.47%,3887600
7/23/14,125.72,126.04,125.4,125.62,-0.12,-0.10%,3045000
7/24/14,124.85,124.87,123.9,124.35,-1.27,-1.01%,8118600
7/25/14,124.5,125.93,124.43,125.79,1.44,1.16%,5644400
7/28/14,125.44,125.67,125.3,125.58,-0.21,-0.17%,3213700
7/29/14,125.79,125.88,124.72,125.2,-0.38,-0.30%,5270700
7/30/14,124.88,124.93,124.41,124.83,-0.37,-0.30%,5622300
7/31/14,123.88,124.07,123.23,123.39,-1.44,-1.15%,9898500
8/1/14,124.54,124.81,124.23,124.38,0.99,0.80%,7397300
8/4/14,124.36,124.47,123.73,123.99,-0.39,-0.31%,6500500
8/5/14,123.75,124.52,123.4,123.87,-0.12,-0.10%,8342500
8/6/14,125.71,126,125.52,125.67,1.8,1.45%,9327800
8/7/14,125.47,126.51,125.37,126.18,0.51,0.41%,7298900
8/8/14,126.08,126.41,125.89,126.19,0.01,0.01%,5729300
8/11/14,125.83,126.04,125.64,125.96,-0.23,-0.18%,3165400
8/12/14,126.42,126.81,125.87,125.99,0.03,0.02%,4613400
8/13/14,126.34,126.53,125.9,126.2,0.21,0.17%,3969600
8/14/14,126.28,126.53,126.13,126.31,0.11,0.09%,3348400
8/15/14,124.5,126.07,124.41,125.48,-0.83,-0.66%,13071900
8/18/14,124.78,125.08,124.65,124.96,-0.52,-0.41%,4953300
8/19/14,125,125,124.48,124.68,-0.28,-0.22%,4878700
8/20/14,124.82,124.82,123.88,124.22,-0.46,-0.37%,4395900
8/21/14,122.75,123.24,122.45,122.88,-1.34,-1.08%,8010400
8/22/14,123.08,123.33,122.57,123.19,0.31,0.25%,4739900
8/25/14,122.9,123.04,122.72,122.74,-0.45,-0.37%,5019900
8/26/14,123.94,123.97,123.28,123.35,0.61,0.50%,3891100
8/27/14,123.6,123.71,123.25,123.32,-0.03,-0.02%,2576900
8/28/14,124.16,124.33,123.81,124,0.68,0.55%,3297700
8/29/14,123.78,124.22,123.62,123.86,-0.14,-0.11%,3684100
9/2/14,121.97,122.08,121.43,121.65,-2.21,-1.78%,10128500
9/3/14,121.72,122.2,121.66,122.15,0.5,0.41%,3415900
9/4/14,122.48,122.66,121.25,121.48,-0.67,-0.55%,7310600
9/5/14,121.83,122.06,121.63,122.06,0.58,0.48%,3490700
9/8/14,121.58,121.61,120.37,120.73,-1.33,-1.09%,7508600
9/9/14,120.57,120.94,120,120.87,0.14,0.12%,6157300
9/10/14,120.13,120.54,119.64,120.26,-0.61,-0.50%,7022500
9/11/14,119.59,119.7,118.77,119.47,-0.79,-0.66%,7618200
9/12/14,118.61,118.9,118.07,118.38,-1.09,-0.91%,8129400
9/15/14,118.79,118.86,118.46,118.64,0.26,0.22%,4778500
9/16/14,118.85,119.43,118.44,118.83,0.19,0.16%,6544400
9/17/14,118.95,119.24,117.5,117.54,-1.29,-1.09%,8328700
9/18/14,117.42,118.09,117.19,117.78,0.24,0.20%,5368800
9/19/14,117.51,117.57,116.72,117.09,-0.69,-0.59%,10931200
9/22/14,116.69,117.37,116.58,116.85,-0.24,-0.20%,7602000
9/23/14,117.99,117.99,117.31,117.6,0.75,0.64%,4667300
9/24/14,117.12,117.72,116.9,117.05,-0.55,-0.47%,5518400
9/25/14,116.3,117.76,116.2,117.39,0.34,0.29%,7640300
9/26/14,117.02,117.1,116.58,117.06,-0.33,-0.28%,4185400
9/29/14,117.27,117.4,116.9,117.03,-0.03,-0.03%,4051000
9/30/14,116.54,117.35,115.85,116.21,-0.82,-0.70%,10174500
10/1/14,116.61,117.26,116.59,116.77,0.56,0.48%,7024200
10/2/14,116.86,117.21,116.33,116.74,-0.03,-0.03%,6352000
10/3/14,115.17,115.51,114.42,114.61,-2.13,-1.82%,11304500
10/6/14,115.16,116.31,114.94,116.03,1.42,1.24%,7647000
10/7/14,116.31,116.63,116.09,116.36,0.33,0.28%,5278400
10/8/14,117.03,117.71,115.85,117.47,1.11,0.95%,10675500
10/9/14,117.87,118.26,117.49,117.64,0.17,0.14%,6612600
10/10/14,117.7,117.74,117.19,117.59,-0.05,-0.04%,4653300
10/13/14,118.14,118.67,117.93,118.52,0.93,0.79%,5397600
10/14/14,118.58,118.82,118.35,118.59,0.07,0.06%,5180600
10/15/14,119.21,120.18,118.59,118.99,0.4,0.34%,9460400
10/16/14,119,119.65,118.88,119.22,0.23,0.19%,6550100
10/17/14,119.04,119.23,118.42,118.99,-0.23,-0.19%,8060800
10/20/14,119.67,119.86,119.54,119.8,0.81,0.68%,3034900
10/21/14,120.27,120.5,119.9,120.02,0.22,0.18%,4568200
10/22/14,119.67,119.79,119.25,119.34,-0.68,-0.57%,3741400
10/23/14,118.67,118.82,117.88,118.52,-0.82,-0.69%,6423200
10/24/14,118.62,118.63,118.12,118.35,-0.17,-0.14%,3611300
10/27/14,118.18,118.37,118.01,118.06,-0.29,-0.25%,2445300
10/28/14,118.48,118.48,118.01,118.1,0.04,0.03%,3262600
10/29/14,117.64,117.91,116.14,116.41,-1.69,-1.43%,7900700
10/30/14,115.8,115.83,114.94,115.19,-1.22,-1.05%,7852200
10/31/14,111.83,112.88,111.66,112.66,-2.53,-2.20%,18209600
11/3/14,112.39,112.68,112,112.15,-0.51,-0.45%,6605100
11/4/14,112.12,112.71,112.08,112.22,0.07,0.06%,6430100
11/5/14,109.92,110.84,109.67,109.79,-2.43,-2.17%,13560100
11/6/14,109.92,110.49,109.75,109.88,0.09,0.08%,7019800
11/7/14,110.78,113.15,110.73,112.97,3.09,2.81%,10916500
11/10/14,112.22,112.24,110.28,110.46,-2.51,-2.22%,8548500
11/11/14,111.08,112.76,110.87,112.04,1.58,1.43%,8603100
11/12/14,112.06,112.17,111.23,111.5,-0.54,-0.48%,5133300
11/13/14,111.89,112.26,111.22,111.67,0.17,0.15%,4874500
11/14/14,110.76,114.72,110.65,114.47,2.8,2.51%,14173500
11/17/14,113.95,114.27,113.56,114.05,-0.42,-0.37%,5440900
11/18/14,114.87,115.17,114.55,115.05,1,0.88%,5586600
11/19/14,114.93,115.35,112.88,113.68,-1.37,-1.19%,11997700
11/20/14,114.58,115.02,114.09,114.86,1.18,1.04%,5607700
11/21/14,115.59,115.96,114.47,115.39,0.53,0.46%,6564200
11/24/14,115.15,115.37,114.79,115.11,-0.28,-0.24%,4695000
11/25/14,115.1,115.47,114.9,115.38,0.27,0.23%,9051800
11/26/14,115.28,115.34,114.98,115.16,-0.22,-0.19%,3184000
11/28/14,113.51,113.83,111.95,112.11,-3.05,-2.65%,9616300
12/1/14,113.8,117.36,113.74,116.58,4.47,3.99%,15643900
12/2/14,115.12,115.71,114.72,115.14,-1.44,-1.24%,6378100
12/3/14,115.73,116.76,115.56,116.33,1.19,1.03%,5758800
12/4/14,116.01,116.34,115.61,115.88,-0.45,-0.39%,3623600
12/5/14,115.16,115.18,114.24,114.43,-1.45,-1.25%,6330900
12/8/14,114.97,116.16,114.46,115.78,1.35,1.18%,5224400
12/9/14,117.03,118.99,116.98,118.19,2.41,2.08%,10467100
12/10/14,118.15,118.47,117.81,117.96,-0.23,-0.19%,4277400
12/11/14,116.98,118.38,116.82,117.69,-0.27,-0.23%,5214400
12/12/14,117.4,117.8,116.68,117.41,-0.28,-0.24%,4736500
12/15/14,116.22,116.97,114.36,114.39,-3.02,-2.57%,8795900
12/16/14,116.3,116.5,114.07,114.95,0.56,0.49%,9169000
12/17/14,115.1,115.48,113.58,114.27,-0.68,-0.59%,9097300
12/18/14,115.59,115.81,114.58,115.15,0.88,0.77%,5258100
12/19/14,115.06,115.22,114.77,114.77,-0.38,-0.33%,4652300
12/22/14,114.81,114.97,112.41,112.55,-2.22,-1.93%,7483100
12/23/14,112.88,113.32,112.61,112.74,0.19,0.17%,7763300
12/24/14,112.83,112.92,112.66,112.77,0.03,0.03%,1501500
12/26/14,114.82,114.98,114.53,114.83,2.06,1.83%,3765500
12/29/14,114.62,114.64,113.23,113.67,-1.16,-1.01%,12963700
12/30/14,114.97,116.26,114.9,115.2,1.53,1.35%,7987300
12/31/14,114.87,115,113.28,113.58,-1.62,-1.41%,7624100
1/2/15,112.48,114.8,112.32,114.08,0.5,0.44%,7109500
1/5/15,114.78,116,114.73,115.8,1.72,1.51%,8177300
1/6/15,116.22,117.5,115.8,117.12,1.32,1.14%,11238300
1/7/15,116.39,116.88,116.17,116.43,-0.69,-0.59%,6434100
1/8/15,116.47,116.87,115.85,115.94,-0.49,-0.42%,7033600
1/9/15,116.51,117.34,116.5,117.26,1.32,1.14%,7962800
1/12/15,117.46,118.71,117.32,118.56,1.3,1.11%,8318200
1/13/15,118.95,119.19,117.87,118.16,-0.4,-0.34%,7693200
1/14/15,119.12,119.32,117.9,117.97,-0.19,-0.16%,7727400
1/15/15,120.41,121.7,120.34,120.94,2.97,2.52%,17692500
1/16/15,121.73,123.15,121.7,122.52,1.58,1.31%,14428200
1/20/15,123.63,124.6,123.49,124.2,1.68,1.37%,14968600
1/21/15,125.18,125.34,123.37,124.23,0.03,0.02%,11082700
1/22/15,125.07,125.58,124.15,125.23,1,0.80%,10518300
1/23/15,124.41,124.5,123.35,124.23,-1,-0.80%,6270900
1/26/15,123.33,123.34,122.52,122.99,-1.24,-1.00%,6768600
1/27/15,123.54,124.64,123.51,124.4,1.41,1.15%,9584800
1/28/15,123.52,123.89,122.94,123.42,-0.98,-0.79%,8470500
1/29/15,121.99,122.29,120.26,120.76,-2.66,-2.16%,11997900
1/30/15,121.34,123.55,120.91,123.45,2.69,2.23%,14555800
2/2/15,121.84,123.16,121.82,122.42,-1.03,-0.83%,8885100
2/3/15,121.74,121.76,120.56,121.05,-1.37,-1.12%,8255800
2/4/15,121.62,122.22,120.92,121.58,0.53,0.44%,5386700
2/5/15,120.97,121.83,120.61,121.79,0.21,0.17%,6879900
2/6/15,119.15,119.52,117.95,118.64,-3.15,-2.59%,13206900
2/9/15,118.83,119.4,118.77,119.17,0.53,0.45%,5237100
2/10/15,118.63,119.06,118.21,118.47,-0.7,-0.59%,4086300
2/11/15,118.49,118.57,117,117.07,-1.4,-1.18%,6784300
2/12/15,117.69,117.82,117.09,117.34,0.27,0.23%,4344400
2/13/15,118.05,118.58,117.79,117.98,0.64,0.55%,4108800
2/17/15,116.4,116.54,115.58,116.01,-1.97,-1.67%,7225100
2/18/15,116,116.53,114.99,116.34,0.33,0.28%,8336000
2/19/15,116.4,116.54,115.74,115.94,-0.4,-0.34%,6528700
2/20/15,116.1,116.45,115.05,115.28,-0.66,-0.57%,6681700
2/23/15,115.13,116.22,115.07,115.43,0.15,0.13%,4812300
2/24/15,115,115.55,114.29,115.26,-0.17,-0.15%,7612900
2/25/15,115.81,115.89,115.33,115.7,0.44,0.38%,5032500
2/26/15,116.54,116.55,115.83,116.07,0.37,0.32%,4025300
2/27/15,116.74,117.07,116.16,116.16,0.09,0.08%,8255600
3/2/15,116.5,116.64,115.62,115.68,-0.48,-0.41%,7993200
3/3/15,116.04,116.61,115.35,115.47,-0.21,-0.18%,4738300
3/4/15,115.69,115.79,115.02,115.11,-0.36,-0.31%,4762400
3/5/15,115.42,116.12,114.84,115,-0.11,-0.10%,5872100
3/6/15,113.17,113.26,111.7,111.86,-3.14,-2.73%,11190800
3/9/15,112.44,112.62,111.95,111.97,0.11,0.10%,5534000
3/10/15,112.09,112.35,111.22,111.42,-0.55,-0.49%,7019700
3/11/15,111.21,111.25,110.16,110.75,-0.67,-0.60%,6550400
3/12/15,111.15,111.2,110.25,110.72,-0.03,-0.03%,6631400
3/13/15,111.11,111.28,110.51,110.88,0.16,0.14%,4557500
3/16/15,111.08,111.2,110.42,110.81,-0.07,-0.06%,3265300
3/17/15,109.92,111.35,109.77,110.21,-0.6,-0.54%,8923200
3/18/15,110.33,112.87,110.09,112.37,2.16,1.96%,12448000
3/19/15,111.74,112.58,111.58,112.29,-0.08,-0.07%,6537700
3/20/15,112.72,114,112.67,113.57,1.28,1.14%,8033400
3/23/15,113.7,114.37,113.49,114.29,0.72,0.63%,4240200
3/24/15,114.33,114.65,113.82,114.57,0.28,0.24%,2979300
3/25/15,115.08,115.14,114.65,114.73,0.16,0.14%,3021400
3/26/15,115.74,115.84,115.34,115.48,0.75,0.65%,5495100
3/27/15,115.15,115.36,114.45,115.06,-0.42,-0.36%,4921700
3/30/15,113.88,114.01,113.54,113.75,-1.31,-1.14%,4383800
3/31/15,113.84,114.28,113.41,113.66,-0.09,-0.08%,4383300
4/1/15,114.56,115.99,114.54,115.6,1.94,1.71%,7324000
4/2/15,115.5,115.72,114.68,115.28,-0.32,-0.28%,3884000
4/6/15,117.32,117.47,116.52,116.69,1.41,1.22%,5914100
4/7/15,116.26,116.51,115.94,116.11,-0.58,-0.50%,2468400
4/8/15,115.98,116.03,114.9,115.47,-0.64,-0.55%,5568500
4/9/15,114.8,114.85,114.48,114.67,-0.8,-0.69%,4707000
4/10/15,116,116.19,115.5,115.97,1.3,1.13%,3932400
4/13/15,115.35,115.39,114.8,115.14,-0.83,-0.72%,3190100
4/14/15,114.69,115.07,114.39,114.44,-0.7,-0.61%,3651400
4/15/15,114.78,115.6,114.47,115.43,0.99,0.87%,3655900
4/16/15,115.55,115.66,114.64,115.03,-0.4,-0.35%,3132300
4/17/15,115.39,115.79,115.23,115.6,0.57,0.50%,3496300
4/20/15,114.82,114.95,114.32,114.72,-0.88,-0.76%,3932700
4/21/15,114.72,115.56,114.65,115.38,0.66,0.58%,3317700
4/22/15,114.82,114.96,113.77,113.83,-1.55,-1.34%,5695900
4/23/15,113.89,114.96,113.81,114.66,0.83,0.73%,3459400
4/24/15,113.96,114.07,112.77,113.05,-1.61,-1.40%,7152900
4/27/15,113.87,115.82,113.67,115.33,2.28,2.02%,7487500
4/28/15,115.34,116.62,115.34,116.33,1,0.87%,8054300
4/29/15,116.06,116.39,115.28,115.51,-0.82,-0.70%,7170400
4/30/15,113.85,113.88,112.96,113.47,-2.04,-1.77%,9440200
5/1/15,112.42,113.31,112.28,113.08,-0.39,-0.34%,7597000
5/4/15,114.18,114.44,113.88,114.1,1.02,0.90%,3648000
5/5/15,114.89,115.11,114.39,114.42,0.32,0.28%,3856500
5/6/15,114.59,114.75,114.02,114.36,-0.06,-0.05%,3280700
5/7/15,113.84,114.01,113.32,113.42,-0.94,-0.82%,5455000
5/8/15,114.34,114.43,113.59,113.97,0.55,0.48%,9964000
5/11/15,114.09,114.31,113.08,113.53,-0.44,-0.39%,2916700
5/12/15,114.1,114.67,114.06,114.5,0.97,0.85%,3256700
5/13/15,115.74,116.93,115.68,116.55,2.05,1.79%,11768200
5/14/15,117.26,117.75,117.03,117.18,0.63,0.54%,6923000
5/15/15,116.77,117.63,116.68,117.53,0.35,0.30%,4447300
5/18/15,117.78,117.88,117.27,117.52,-0.01,-0.01%,5079800
5/19/15,116.57,116.73,115.65,115.89,-1.63,-1.39%,5052100
5/20/15,116.03,116.38,115.76,116.08,0.19,0.16%,4432500
5/21/15,115.53,116,115.47,115.69,-0.39,-0.34%,2514600
5/22/15,115.51,115.93,115.32,115.6,-0.09,-0.08%,1780100
5/26/15,113.84,114.23,113.7,113.91,-1.69,-1.46%,5769500
5/27/15,113.78,114.01,113.63,113.89,-0.02,-0.02%,2681000
5/28/15,113.85,114.16,113.21,114.02,0.13,0.11%,5266000
5/29/15,114.1,114.48,114,114.1,0.08,0.07%,3407400
6/1/15,115.02,115.5,113.9,114,-0.1,-0.09%,8254000
6/2/15,114.37,114.65,114.17,114.46,0.46,0.40%,3988600
6/3/15,114.13,114.37,113.08,113.64,-0.82,-0.72%,4886000
6/4/15,112.98,113.15,112.48,112.84,-0.8,-0.70%,5566600
6/5/15,111.63,112.39,111.57,112.24,-0.6,-0.53%,5561200
6/8/15,112.37,112.66,112.13,112.57,0.33,0.29%,3122000
6/9/15,113.17,113.23,112.71,112.82,0.25,0.22%,3529900
6/10/15,114.14,114.14,113.69,113.78,0.96,0.85%,5452800
6/11/15,113.24,113.41,112.92,113.26,-0.52,-0.46%,4434700
6/12/15,113.06,113.5,112.96,113.23,-0.03,-0.03%,2996500
6/15/15,113.28,114.15,113.21,113.73,0.5,0.44%,5055000
6/16/15,113.08,113.45,112.79,113.32,-0.41,-0.36%,4033200
6/17/15,113.07,114.04,112.63,113.85,0.53,0.47%,6455900
6/18/15,115.25,115.61,114.89,115.32,1.47,1.29%,8041200
6/19/15,115.34,115.46,114.95,115.12,-0.2,-0.17%,4611600
6/22/15,113.77,113.94,113.34,113.64,-1.48,-1.29%,5763600
6/23/15,112.96,113.17,112.79,112.89,-0.75,-0.66%,4522700
6/24/15,112.48,112.74,112.31,112.59,-0.3,-0.27%,2975500
6/25/15,112.44,112.71,112.32,112.44,-0.15,-0.13%,2904700
6/26/15,112.2,112.68,112.13,112.56,0.12,0.11%,4392500
6/29/15,112.81,113.23,112.53,113.07,0.51,0.45%,5820200
6/30/15,112.24,113.05,111.84,112.37,-0.7,-0.62%,7897000
7/1/15,112.12,112.51,111.94,111.98,-0.39,-0.35%,4409000
7/2/15,111.66,111.84,111.41,111.76,-0.22,-0.20%,3838500
7/6/15,111.71,112.58,111.63,112.06,0.3,0.27%,4259700
7/7/15,111.08,111.14,110.05,110.76,-1.3,-1.16%,9073400
7/8/15,111.38,111.65,111.08,111.09,0.33,0.30%,5694900
7/9/15,111.8,111.93,111.15,111.36,0.27,0.24%,3802800
7/10/15,111.18,111.71,111.03,111.49,0.13,0.12%,3594900
7/13/15,110.42,111.14,110.36,110.99,-0.5,-0.45%,4279300
